item,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1927,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,
1930,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,2.0,2.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0
1931,,,,,,,,,,,,,,,,,,,4.0,8.0,8.0,4.0,,1.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,,,,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,,,,,,,,,,,,,,,,,,,5.0,8.0,8.0,5.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,,,,,,,,,,,,,,,,,,,11.0,12.0,12.0,2.0,1.0,1.0,,,,,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
1934,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,,,,,,,,,,,,,,,,,,,6.0,6.0,6.0,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
1937,,,,,,,,,,,,,,,,,,,2.0,7.0,12.0,13.0,12.0,13.0,11.0,11.0,11.0,11.0,10.0,7.0,9.0,11.0,10.0,9.0,7.0,7.0,4.0,6.0,5.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,
1938,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,3.0,3.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1939,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,5.0,3.0,1.0,,,,,,,,,,,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0
1941,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
1942,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,,1.0,3.0,3.0,4.0,3.0,3.0,1.0,
1943,,,,,,,,,,,,,,,,,,,,3.0,5.0,5.0,4.0,3.0,3.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1944,,,,,,,,,,,,,,,,,,,5.0,11.0,11.0,8.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1946,,,,,,,,,,,,,,,,,,,,13.0,18.0,21.0,14.0,10.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,5.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,3.0,3.0,2.0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,,1.0
1947,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
1948,,,,,,,,,,,,,,,,,,,,5.0,7.0,9.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
1949,,,,,,,,,,,,,,,,,,,2.0,6.0,8.0,8.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,,,,,,,,,,,,,,,,,,,,18.0,26.0,28.0,12.0,6.0,6.0,4.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,1.0,2.0,2.0,1.0,,1.0,2.0,2.0
1951,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,
1952,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,2.0,3.0,4.0,2.0,1.0,,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,2.0,2.0,2.0,
1953,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,2.0,2.0,2.0,,,,,,,,,,,1.0,2.0,2.0,2.0,,,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0
1954,,,,,,,,,,,,,,,,,,,,22.0,31.0,35.0,16.0,7.0,5.0,6.0,9.0,8.0,5.0,,,1.0,2.0,4.0,5.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,1.0,,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0
1955,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1956,,,,,,,,,,,,,,,,,,,,3.0,6.0,6.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
1957,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,4.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1959,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,
1960,,,,,,,,,,,,,,,,,,,,2.0,7.0,11.0,11.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,3.0,2.0,1.0
1961,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
1962,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,2.0,6.0,7.0,6.0,4.0,2.0,3.0,4.0,3.0,2.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
1963,,,,,,,,,,,,,,,,,,,,19.0,24.0,28.0,21.0,14.0,9.0,10.0,7.0,9.0,6.0,6.0,3.0,3.0,1.0,2.0,2.0,4.0,5.0,5.0,3.0,1.0,,1.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,3.0,3.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,1.0
1964,,,,,,,,,,,,,,,,,,,,7.0,8.0,10.0,4.0,4.0,2.0,1.0,,,2.0,2.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,
1965,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,,,,,,,,,,,,,,,,,,,,26.0,38.0,43.0,27.0,14.0,15.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,13.0,13.0,17.0,11.0,12.0,8.0,12.0,11.0,17.0,15.0,16.0,14.0,14.0,21.0,16.0,13.0,9.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,,,,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,3.0
1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
1968,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
1969,,,,,,,,,,,,,,,,,,,,8.0,10.0,13.0,8.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,,3.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,,,,,,,,,,,,,,,,,,,,3.0,21.0,23.0,24.0,5.0,6.0,6.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0,4.0,6.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,2.0,2.0,2.0,
1971,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
1972,,,,,,,,,,,,,,,,,,,,6.0,12.0,14.0,11.0,6.0,8.0,10.0,9.0,8.0,9.0,7.0,5.0,1.0,5.0,9.0,9.0,5.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
1973,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,4.0,3.0,2.0,,,1.0,1.0,1.0,,,,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
1974,,,,,,,,,,,,,,,,,,,,,11.0,15.0,19.0,9.0,6.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,
1975,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,2.0,2.0,2.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,3.0,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,2.0,,,,,,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
1978,,,,,,,,,,,,,,,,,,,,,7.0,8.0,10.0,4.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,
1980,,,,,,,,,,,,,,,,,,,,,21.0,28.0,33.0,13.0,8.0,2.0,2.0,,4.0,7.0,10.0,6.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
1981,,,,,,,,,,,,,,,,,,,,1.0,16.0,23.0,27.0,14.0,11.0,12.0,14.0,13.0,10.0,6.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,5.0,5.0,3.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,2.0,,,1.0,1.0,2.0,2.0,3.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,
1982,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1983,,,,,,,,,,,,,,,,,,,,,21.0,25.0,28.0,10.0,4.0,1.0,2.0,1.0,1.0,,,,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0
1984,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,2.0,2.0,1.0,,1.0,1.0,4.0,5.0,4.0,3.0,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,2.0,2.0,,,,,,1.0,2.0,3.0,2.0,1.0,,,,
1986,,,,,,,,,,,,,,,,,,,,,1.0,1.0,15.0,16.0,18.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,,1.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,
1987,,,,,,,,,,,,,,,,,,,,,5.0,8.0,9.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
1988,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,
1989,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,,,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
1990,,,,,,,,,,,,,,,,,,,,,1.0,5.0,7.0,7.0,6.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,3.0,2.0,6.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,3.0,3.0,2.0,1.0,,,1.0,2.0,2.0
1991,,,,,,,,,,,,,,,,,,,,,11.0,18.0,18.0,8.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
1992,,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,,,,,,,,,,,,,,,,,,,,,9.0,14.0,16.0,12.0,9.0,8.0,6.0,6.0,8.0,9.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,6.0,6.0,4.0,5.0,4.0,4.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0
1994,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,9.0,3.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,3.0,3.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,,,,,,,,,,,,,,,,,,,,,9.0,11.0,11.0,3.0,2.0,4.0,5.0,3.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,,,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,1.0,4.0,4.0,5.0,2.0,2.0,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,1.0,2.0,2.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
1998,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
